# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalHeapBytesAllocated,1744170915183000000,1744170954358000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1744170915183000000,1744170954358000000,80
FilePageCache.pageHits,1744170915183000000,1744170954358000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1744170915183000000,1744170954358000000,41967616
FilePageCacheLockFree.totalPagesWritten,1744170915183000000,1744170954358000000,7
FilePageCacheLockFree.totalPagesRequestsMs,1744170915183000000,1744170954358000000,8
MappedFileStorage.totalBytesMapped,1744170915183000000,1744170954358000000,0
DirectByteBufferAllocator.disposed,1744170915183000000,1744170954358000000,149
FilePageCacheLockFree.totalPagesReadMs,1744170915183000000,1744170954358000000,4
FilePageCache.pageLoads,1744170915183000000,1744170954358000000,192
FilePageCacheLockFree.totalClosedStoragesReclaimed,1744170915183000000,1744170954358000000,2
FilePageCacheLockFree.totalHeapBytesReclaimed,1744170915183000000,1744170954358000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1744170915183000000,1744170954358000000,0
FilePageCache.totalPageDisposalsUs,1744170915183000000,1744170954358000000,3615
FilePageCache.uncachedFileAccess,1744170915183000000,1744170954358000000,343
FilePageCacheLockFree.totalBytesWritten,1744170915183000000,1744170954358000000,16705
MappedFileStorage.totalPagesMapped,1744170915183000000,1744170954358000000,0
FilePageCache.capacityInBytes,1744170915183000000,1744170954358000000,503316478
StorageLockContext.competingThreads.max,1744170915183000000,1744170954358000000,0
FilePageCacheLockFree.totalPagesRequested,1744170915183000000,1744170954358000000,276
StorageLockContext.competingThreads.90P,1744170915183000000,1744170954358000000,0
FilePageCacheLockFree.totalPagesHandedOver,1744170915183000000,1744170954358000000,0
workspaceModel.check.recursive.update.ms,1744170915183000000,1744170954358000000,0
workspaceModel.to.snapshot.ms,1744170915183000000,1744170954358000000,0
workspaceModel.updates.precise.ms,1744170915183000000,1744170954358000000,0
workspaceModel.pre.handlers.ms,1744170915183000000,1744170954358000000,0
workspaceModel.updates.count,1744170915183000000,1744170954358000000,0
workspaceModel.init.bridges.ms,1744170915183000000,1744170954358000000,0
workspaceModel.collect.changes.ms,1744170915183000000,1744170954358000000,0
workspaceModel.updates.ms,1744170915183000000,1744170954358000000,0
workspaceModel.loading.total.ms,1744170915183000000,1744170954358000000,116
workspaceModel.initializing.ms,1744170915183000000,1744170954358000000,0
workspaceModel.replace.project.model.ms,1744170915183000000,1744170954358000000,0
workspaceModel.loading.from.cache.ms,1744170915183000000,1744170954358000000,83
workspaceModel.update.unloaded.entities.ms,1744170915183000000,1744170954358000000,0
Indexes.entries.lookupDurationAvgMs,1744170915183000000,1744170954358000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1744170915183000000,1744170954358000000,0.0
Indexes.entries.lookupDurationMaxMs,1744170915183000000,1744170954358000000,0.0
Indexes.stubs.lookupDurationAvgMs,1744170915183000000,1744170954358000000,0.0
Indexes.allKeys.lookupDuration90PMs,1744170915183000000,1744170954358000000,0.0
Indexes.entries.lookupDuration90PMs,1744170915183000000,1744170954358000000,0.0
Indexes.stubs.lookupDurationMaxMs,1744170915183000000,1744170954358000000,0.0
Indexes.stubs.lookups,1744170915183000000,1744170954358000000,0.0
Indexes.allKeys.lookups,1744170915183000000,1744170954358000000,0.0
Indexes.entries.lookups,1744170915183000000,1744170954358000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1744170915183000000,1744170954358000000,0.0
Indexes.stubs.lookupDuration90PMs,1744170915183000000,1744170954358000000,0.0
AWTEventQueue.dispatchTime90PNs,1744170915183000000,1744170954358000000,0
AWTEventQueue.dispatchTimeAvgNs,1744170915183000000,1744170954358000000,0.0
AWTEventQueue.eventsDispatched,1744170915183000000,1744170954358000000,0
FlushQueue.executionTimeAvgNs,1744170915183000000,1744170954358000000,0.0
NonBlockingReadAction.failedExecutionsCount,1744170915183000000,1744170954358000000,0
ReadAction.executionsCount,1744170915183000000,1744170954358000000,118993
FlushQueue.queueSizeMax,1744170915183000000,1744170954358000000,0
WriteAction.executionsCount,1744170915183000000,1744170954358000000,4
FlushQueue.executionTime90PNs,1744170915183000000,1744170954358000000,0
NonBlockingReadAction.finalizedExecutionsCount,1744170915183000000,1744170954358000000,7
FlushQueue.queueSizeAvg,1744170915183000000,1744170954358000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1744170915183000000,1744170954358000000,3168590058
FlushQueue.waitingTimeAvgNs,1744170915183000000,1744170954358000000,0.0
FlushQueue.executionTimeMaxNs,1744170915183000000,1744170954358000000,0
FlushQueue.waitingTimeMaxNs,1744170915183000000,1744170954358000000,0
FlushQueue.tasksExecuted,1744170915183000000,1744170954358000000,0
AWTEventQueue.dispatchTimeMaxNs,1744170915183000000,1744170954358000000,0
NonBlockingReadAction.failedExecutionTimeUs,1744170915183000000,1744170954358000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1744170915183000000,1744170954358000000,52830
FlushQueue.queueSize90P,1744170915183000000,1744170954358000000,0
FlushQueue.waitingTime90PNs,1744170915183000000,1744170954358000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1744170915183000000,1744170954358000000,0
jps.save.global.entities.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744170915183000000,1744170954358000000,0
jps.app.storage.content.reader.load.component.ms,1744170915183000000,1744170954358000000,3
jps.library.entities.serializer.load.entities.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1744170915183000000,1744170954358000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744170915183000000,1744170954358000000,0
workspaceModel.load.cache.metadata.from.file.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1744170915183000000,1744170954358000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1744170915183000000,1744170954358000000,0
jps.global.get.library.by.name.ms,1744170915183000000,1744170954358000000,0
jps.load.initial.state.ms,1744170915183000000,1744170954358000000,15
workspaceModel.mutableEntityStorage.modify.entity.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744170915183000000,1744170954358000000,0
workspaceModel.load.cache.from.file.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1744170915183000000,1744170954358000000,0
jps.library.entities.serializer.save.entities.ms,1744170915183000000,1744170954358000000,0
jps.global.get.libraries.ms,1744170915183000000,1744170954358000000,29
jps.global.initialize.library.bridges.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744170915183000000,1744170954358000000,0
workspaceModel.save.cache.to.file.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744170915183000000,1744170954358000000,0
workspaceModel.global.apply.state.to.project.ms,1744170915183000000,1744170954358000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1744170915183000000,1744170954358000000,0
jps.global.handle.before.change.events.ms,1744170915183000000,1744170954358000000,0
jps.global.get.library.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744170915183000000,1744170954358000000,2
jps.global.handle.changed.events.ms,1744170915183000000,1744170954358000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1744170915183000000,1744170954358000000,0
jps.global.initialize.library.bridges.after.loading.ms,1744170915183000000,1744170954358000000,0
workspaceModel.global.updates.ms,1744170915183000000,1744170954358000000,0
workspaceModel.global.updates.count,1744170915183000000,1744170954358000000,0
workspaceModel.sync.entities.ms,1744170915183000000,1744170954358000000,0
