# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSizeAvg,1744172958865000000,1744172985042000000,645.5575373993096
FlushQueue.waitingTimeAvgNs,1744172958865000000,1744172985042000000,4.889350232009206E9
AWTEventQueue.dispatchTime90PNs,1744172958865000000,1744172985042000000,146431
FlushQueue.executionTime90PNs,1744172958865000000,1744172985042000000,430079
FlushQueue.queueSize90P,1744172958865000000,1744172985042000000,1215
AWTEventQueue.eventsDispatched,1744172958865000000,1744172985042000000,2608
AWTEventQueue.dispatchTimeTotalNS,1744172958865000000,1744172985042000000,2485360197
FlushQueue.executionTimeAvgNs,1744172958865000000,1744172985042000000,524421.5420023015
NonBlockingReadAction.finalizedExecutionsCount,1744172958865000000,1744172985042000000,7
FlushQueue.waitingTime90PNs,1744172958865000000,1744172985042000000,12952010751
AWTEventQueue.dispatchTimeMaxNs,1744172958865000000,1744172985042000000,1392508927
FlushQueue.queueSizeMax,1744172958865000000,1744172985042000000,1255
FlushQueue.waitingTimeMaxNs,1744172958865000000,1744172985042000000,17850957823
WriteAction.executionsCount,1744172958865000000,1744172985042000000,4
ReadAction.executionsCount,1744172958865000000,1744172985042000000,118993
NonBlockingReadAction.failedExecutionsCount,1744172958865000000,1744172985042000000,0
FlushQueue.executionTimeMaxNs,1744172958865000000,1744172985042000000,241172479
AWTEventQueue.dispatchTimeAvgNs,1744172958865000000,1744172985042000000,953385.5214723926
workspaceModel.moduleManagerBridge.load.module.ms,1744172958865000000,1744172985042000000,0
jps.global.get.library.by.name.ms,1744172958865000000,1744172985042000000,0
workspaceModel.global.updates.count,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1744172958865000000,1744172985042000000,0
jps.app.storage.content.reader.load.component.ms,1744172958865000000,1744172985042000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1744172958865000000,1744172985042000000,0
workspaceModel.load.cache.metadata.from.file.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1744172958865000000,1744172985042000000,0
jps.library.entities.serializer.load.entities.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1744172958865000000,1744172985042000000,0
jps.library.entities.serializer.save.entities.ms,1744172958865000000,1744172985042000000,0
jps.global.handle.before.change.events.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1744172958865000000,1744172985042000000,0
workspaceModel.global.apply.state.to.project.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744172958865000000,1744172985042000000,0
jps.global.initialize.library.bridges.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744172958865000000,1744172985042000000,0
jps.save.global.entities.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1744172958865000000,1744172985042000000,0
workspaceModel.global.updates.ms,1744172958865000000,1744172985042000000,0
workspaceModel.load.cache.from.file.ms,1744172958865000000,1744172985042000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1744172958865000000,1744172985042000000,0
jps.load.initial.state.ms,1744172958865000000,1744172985042000000,12
workspaceModel.sync.entities.ms,1744172958865000000,1744172985042000000,0
jps.global.initialize.library.bridges.after.loading.ms,1744172958865000000,1744172985042000000,0
jps.global.get.libraries.ms,1744172958865000000,1744172985042000000,23
workspaceModel.save.cache.to.file.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744172958865000000,1744172985042000000,0
jps.global.get.library.ms,1744172958865000000,1744172985042000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744172958865000000,1744172985042000000,2
jps.global.handle.changed.events.ms,1744172958865000000,1744172985042000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1744172958865000000,1744172985042000000,1
workspaceModel.loading.from.cache.ms,1744172958865000000,1744172985042000000,42
workspaceModel.check.recursive.update.ms,1744172958865000000,1744172985042000000,0
workspaceModel.updates.precise.ms,1744172958865000000,1744172985042000000,0
workspaceModel.collect.changes.ms,1744172958865000000,1744172985042000000,0
workspaceModel.init.bridges.ms,1744172958865000000,1744172985042000000,0
workspaceModel.pre.handlers.ms,1744172958865000000,1744172985042000000,0
workspaceModel.updates.count,1744172958865000000,1744172985042000000,0
workspaceModel.update.unloaded.entities.ms,1744172958865000000,1744172985042000000,0
workspaceModel.initializing.ms,1744172958865000000,1744172985042000000,0
workspaceModel.updates.ms,1744172958865000000,1744172985042000000,0
workspaceModel.to.snapshot.ms,1744172958865000000,1744172985042000000,0
workspaceModel.replace.project.model.ms,1744172958865000000,1744172985042000000,0
workspaceModel.loading.total.ms,1744172958865000000,1744172985042000000,61
