# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MappedFileStorage.totalPagesMapped,1744172958865000000,1744172985042000000,0
StorageLockContext.competingThreads.max,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalPagesWriteMs,1744172958865000000,1744172985042000000,0
DirectByteBufferAllocator.reclaimed,1744172958865000000,1744172985042000000,46
FilePageCache.maxRegisteredFiles,1744172958865000000,1744172985042000000,520
FilePageCache.capacityInBytes,1744172958865000000,1744172985042000000,503316478
FilePageCache.pageLoads,1744172958865000000,1744172985042000000,192
FilePageCache.pageHits,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1744172958865000000,1744172985042000000,2
FilePageCacheLockFree.nativeBytesInUse,1744172958865000000,1744172985042000000,0
MappedFileStorage.totalBytesMapped,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1744172958865000000,1744172985042000000,0
DirectByteBufferAllocator.disposed,1744172958865000000,1744172985042000000,149
StorageLockContext.competingThreads.90P,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalBytesRequested,1744172958865000000,1744172985042000000,679936
FilePageCache.totalPageDisposalsUs,1744172958865000000,1744172985042000000,1770
FilePageCacheLockFree.totalNativeBytesAllocated,1744172958865000000,1744172985042000000,24576
FilePageCache.disposedBuffers,1744172958865000000,1744172985042000000,192
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1744172958865000000,1744172985042000000,41967616
FilePageCacheLockFree.housekeeperTurnsSkipped,1744172958865000000,1744172985042000000,20433
FilePageCacheLockFree.housekeeperTimeSpentMs,1744172958865000000,1744172985042000000,186
FileChannelInterruptsRetryer.totalRetriedAttempts,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1744172958865000000,1744172985042000000,54
MappedFileStorage.totalTimeSpentOnMappingUs,1744172958865000000,1744172985042000000,765
FilePageCacheLockFree.totalPagesAllocated,1744172958865000000,1744172985042000000,3
FilePageCacheLockFree.totalPagesRequestsMs,1744172958865000000,1744172985042000000,8
FilePageCacheLockFree.totalPagesReclaimed,1744172958865000000,1744172985042000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.heapBytesInUse,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalPagesReadMs,1744172958865000000,1744172985042000000,5
FilePageCacheLockFree.totalPagesHandedOver,1744172958865000000,1744172985042000000,0
MappedFileStorage.storages,1744172958865000000,1744172985042000000,0
FilePageCache.uncachedFileAccess,1744172958865000000,1744172985042000000,114
StorageLockContext.competingThreads.avg,1744172958865000000,1744172985042000000,0.0
FilePageCache.pageFastCacheHits,1744172958865000000,1744172985042000000,3796
FilePageCacheLockFree.totalPagesRequested,1744172958865000000,1744172985042000000,83
DirectByteBufferAllocator.hits,1744172958865000000,1744172985042000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1744172958865000000,1744172985042000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1744172958865000000,1744172985042000000,41967616
FilePageCacheLockFree.totalNativeBytesReclaimed,1744172958865000000,1744172985042000000,24576
FilePageCacheLockFree.totalPageAllocationsWaited,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalPagesWritten,1744172958865000000,1744172985042000000,0
FilePageCacheLockFree.totalBytesRead,1744172958865000000,1744172985042000000,16673
FilePageCacheLockFree.totalBytesWritten,1744172958865000000,1744172985042000000,0
DirectByteBufferAllocator.misses,1744172958865000000,1744172985042000000,192
FilePageCache.maxCacheSizeInBytes,1744172958865000000,1744172985042000000,198180864
FilePageCache.totalPageLoadsUs,1744172958865000000,1744172985042000000,913444
Indexes.allKeys.lookupDuration90PMs,1744172958865000000,1744172985042000000,0.0
Indexes.entries.lookups,1744172958865000000,1744172985042000000,1.0
Indexes.allKeys.lookupDurationAvgMs,1744172958865000000,1744172985042000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1744172958865000000,1744172985042000000,0.0
Indexes.stubs.lookups,1744172958865000000,1744172985042000000,0.0
Indexes.entries.lookupDurationMaxMs,1744172958865000000,1744172985042000000,9.0
Indexes.entries.lookupDuration90PMs,1744172958865000000,1744172985042000000,9.0
Indexes.stubs.lookupDurationAvgMs,1744172958865000000,1744172985042000000,0.0
Indexes.stubs.lookupDurationMaxMs,1744172958865000000,1744172985042000000,0.0
Indexes.allKeys.lookups,1744172958865000000,1744172985042000000,0.0
Indexes.stubs.lookupDuration90PMs,1744172958865000000,1744172985042000000,0.0
Indexes.entries.lookupDurationAvgMs,1744172958865000000,1744172985042000000,9.0
NonBlockingReadAction.finalizedExecutionTimeUs,1744172958865000000,1744172985042000000,32547
FlushQueue.tasksExecuted,1744172958865000000,1744172985042000000,1738
NonBlockingReadAction.failedExecutionTimeUs,1744172958865000000,1744172985042000000,0
