# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MappedFileStorage.totalTimeSpentOnMappingUs,1744180360385000000,1744180398735000000,872
DirectByteBufferAllocator.disposed,1744180360385000000,1744180398735000000,149
StorageLockContext.competingThreads.max,1744180360385000000,1744180398735000000,0
MappedFileStorage.totalPagesMapped,1744180360385000000,1744180398735000000,0
DirectByteBufferAllocator.hits,1744180360385000000,1744180398735000000,3
FilePageCache.pageHits,1744180360385000000,1744180398735000000,0
FilePageCacheLockFree.totalBytesRequested,1744180360385000000,1744180398735000000,679936
workspaceModel.mutableEntityStorage.add.diff.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744180360385000000,1744180398735000000,0
jps.app.storage.content.reader.load.component.ms,1744180360385000000,1744180398735000000,3
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744180360385000000,1744180398735000000,0
jps.global.get.library.by.name.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1744180360385000000,1744180398735000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1744180360385000000,1744180398735000000,0
jps.library.entities.serializer.load.entities.ms,1744180360385000000,1744180398735000000,0
jps.global.initialize.library.bridges.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1744180360385000000,1744180398735000000,0
workspaceModel.save.cache.to.file.ms,1744180360385000000,1744180398735000000,0
workspaceModel.global.updates.count,1744180360385000000,1744180398735000000,0
workspaceModel.sync.entities.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744180360385000000,1744180398735000000,0
workspaceModel.load.cache.from.file.ms,1744180360385000000,1744180398735000000,0
jps.library.entities.serializer.save.entities.ms,1744180360385000000,1744180398735000000,0
jps.global.get.library.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744180360385000000,1744180398735000000,0
jps.save.global.entities.ms,1744180360385000000,1744180398735000000,0
jps.global.initialize.library.bridges.after.loading.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1744180360385000000,1744180398735000000,0
jps.global.handle.before.change.events.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744180360385000000,1744180398735000000,0
workspaceModel.global.updates.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744180360385000000,1744180398735000000,2
jps.global.get.libraries.ms,1744180360385000000,1744180398735000000,29
jps.global.handle.changed.events.ms,1744180360385000000,1744180398735000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744180360385000000,1744180398735000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1744180360385000000,1744180398735000000,0
workspaceModel.global.apply.state.to.project.ms,1744180360385000000,1744180398735000000,0
jps.load.initial.state.ms,1744180360385000000,1744180398735000000,16
workspaceModel.load.cache.metadata.from.file.ms,1744180360385000000,1744180398735000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1744180360385000000,1744180398735000000,0
Indexes.stubs.lookupDuration90PMs,1744180360385000000,1744180398735000000,0.0
Indexes.stubs.lookupDurationAvgMs,1744180360385000000,1744180398735000000,0.0
Indexes.allKeys.lookups,1744180360385000000,1744180398735000000,0.0
Indexes.entries.lookupDurationAvgMs,1744180360385000000,1744180398735000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1744180360385000000,1744180398735000000,0.0
Indexes.stubs.lookupDurationMaxMs,1744180360385000000,1744180398735000000,0.0
Indexes.entries.lookups,1744180360385000000,1744180398735000000,0.0
Indexes.entries.lookupDurationMaxMs,1744180360385000000,1744180398735000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1744180360385000000,1744180398735000000,0.0
Indexes.entries.lookupDuration90PMs,1744180360385000000,1744180398735000000,0.0
Indexes.stubs.lookups,1744180360385000000,1744180398735000000,0.0
Indexes.allKeys.lookupDuration90PMs,1744180360385000000,1744180398735000000,0.0
