# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationMaxMs,1744172687941000000,1744172712163000000,8.0
Indexes.allKeys.lookups,1744172687941000000,1744172712163000000,0.0
Indexes.stubs.lookups,1744172687941000000,1744172712163000000,0.0
Indexes.stubs.lookupDurationAvgMs,1744172687941000000,1744172712163000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1744172687941000000,1744172712163000000,0.0
Indexes.entries.lookupDuration90PMs,1744172687941000000,1744172712163000000,8.0
Indexes.allKeys.lookupDurationMaxMs,1744172687941000000,1744172712163000000,0.0
Indexes.entries.lookupDurationAvgMs,1744172687941000000,1744172712163000000,8.0
Indexes.stubs.lookupDuration90PMs,1744172687941000000,1744172712163000000,0.0
Indexes.allKeys.lookupDuration90PMs,1744172687941000000,1744172712163000000,0.0
Indexes.stubs.lookupDurationMaxMs,1744172687941000000,1744172712163000000,0.0
Indexes.entries.lookups,1744172687941000000,1744172712163000000,1.0
NonBlockingReadAction.finalizedExecutionTimeUs,1744172687941000000,1744172712163000000,25857
AWTEventQueue.eventsDispatched,1744172687941000000,1744172712163000000,2610
FlushQueue.queueSize90P,1744172687941000000,1744172712163000000,1207
ReadAction.executionsCount,1744172687941000000,1744172712163000000,118993
NonBlockingReadAction.failedExecutionTimeUs,1744172687941000000,1744172712163000000,0
WriteAction.executionsCount,1744172687941000000,1744172712163000000,4
FlushQueue.queueSizeAvg,1744172687941000000,1744172712163000000,627.0360310421286
FlushQueue.waitingTime90PNs,1744172687941000000,1744172712163000000,11945377791
FlushQueue.executionTimeAvgNs,1744172687941000000,1744172712163000000,474920.1147450111
AWTEventQueue.dispatchTimeAvgNs,1744172687941000000,1744172712163000000,923862.8045977012
NonBlockingReadAction.finalizedExecutionsCount,1744172687941000000,1744172712163000000,7
FlushQueue.executionTime90PNs,1744172687941000000,1744172712163000000,307199
AWTEventQueue.dispatchTimeTotalNS,1744172687941000000,1744172712163000000,2411560814
AWTEventQueue.dispatchTimeMaxNs,1744172687941000000,1744172712163000000,1358954495
FlushQueue.tasksExecuted,1744172687941000000,1744172712163000000,1804
NonBlockingReadAction.failedExecutionsCount,1744172687941000000,1744172712163000000,0
FlushQueue.queueSizeMax,1744172687941000000,1744172712163000000,1351
FlushQueue.waitingTimeAvgNs,1744172687941000000,1744172712163000000,4.2705219658359203E9
AWTEventQueue.dispatchTime90PNs,1744172687941000000,1744172712163000000,178175
FlushQueue.waitingTimeMaxNs,1744172687941000000,1744172712163000000,16374562815
FlushQueue.executionTimeMaxNs,1744172687941000000,1744172712163000000,226492415
jps.library.entities.serializer.save.entities.ms,1744172687941000000,1744172712163000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1744172687941000000,1744172712163000000,0
workspaceModel.load.cache.from.file.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1744172687941000000,1744172712163000000,0
jps.global.get.library.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1744172687941000000,1744172712163000000,0
jps.load.initial.state.ms,1744172687941000000,1744172712163000000,12
workspaceModel.mutableEntityStorage.add.entity.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1744172687941000000,1744172712163000000,0
jps.library.entities.serializer.load.entities.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1744172687941000000,1744172712163000000,0
workspaceModel.load.cache.metadata.from.file.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744172687941000000,1744172712163000000,0
jps.global.initialize.library.bridges.after.loading.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1744172687941000000,1744172712163000000,0
jps.save.global.entities.ms,1744172687941000000,1744172712163000000,0
jps.global.get.libraries.ms,1744172687941000000,1744172712163000000,24
workspaceModel.sync.entities.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744172687941000000,1744172712163000000,1
jps.global.initialize.library.bridges.ms,1744172687941000000,1744172712163000000,0
workspaceModel.save.cache.to.file.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744172687941000000,1744172712163000000,0
workspaceModel.global.updates.count,1744172687941000000,1744172712163000000,0
jps.global.handle.changed.events.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1744172687941000000,1744172712163000000,0
workspaceModel.global.updates.ms,1744172687941000000,1744172712163000000,0
jps.global.get.library.by.name.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744172687941000000,1744172712163000000,0
jps.global.handle.before.change.events.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1744172687941000000,1744172712163000000,1
jps.app.storage.content.reader.load.component.ms,1744172687941000000,1744172712163000000,2
workspaceModel.global.apply.state.to.project.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744172687941000000,1744172712163000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1744172687941000000,1744172712163000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744172687941000000,1744172712163000000,0
workspaceModel.initializing.ms,1744172687941000000,1744172712163000000,0
workspaceModel.updates.ms,1744172687941000000,1744172712163000000,0
workspaceModel.to.snapshot.ms,1744172687941000000,1744172712163000000,0
workspaceModel.collect.changes.ms,1744172687941000000,1744172712163000000,0
workspaceModel.init.bridges.ms,1744172687941000000,1744172712163000000,0
workspaceModel.pre.handlers.ms,1744172687941000000,1744172712163000000,0
workspaceModel.updates.precise.ms,1744172687941000000,1744172712163000000,0
workspaceModel.updates.count,1744172687941000000,1744172712163000000,0
workspaceModel.loading.total.ms,1744172687941000000,1744172712163000000,96
workspaceModel.check.recursive.update.ms,1744172687941000000,1744172712163000000,0
workspaceModel.update.unloaded.entities.ms,1744172687941000000,1744172712163000000,0
workspaceModel.loading.from.cache.ms,1744172687941000000,1744172712163000000,70
workspaceModel.replace.project.model.ms,1744172687941000000,1744172712163000000,0
FilePageCacheLockFree.totalBytesWritten,1744172687941000000,1744172712163000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1744172687941000000,1744172712163000000,150
FilePageCacheLockFree.totalPagesReadMs,1744172687941000000,1744172712163000000,4
FilePageCacheLockFree.totalNativeBytesAllocated,1744172687941000000,1744172712163000000,24576
FileChannelInterruptsRetryer.totalRetriedAttempts,1744172687941000000,1744172712163000000,0
MappedFileStorage.totalPagesMapped,1744172687941000000,1744172712163000000,0
FilePageCache.capacityInBytes,1744172687941000000,1744172712163000000,503316478
FilePageCacheLockFree.totalPageAllocationsWaited,1744172687941000000,1744172712163000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1744172687941000000,1744172712163000000,0
StorageLockContext.competingThreads.avg,1744172687941000000,1744172712163000000,0.0
DirectByteBufferAllocator.hits,1744172687941000000,1744172712163000000,3
FilePageCache.disposedBuffers,1744172687941000000,1744172712163000000,192
FilePageCache.uncachedFileAccess,1744172687941000000,1744172712163000000,114
FilePageCacheLockFree.housekeeperTurnsSkipped,1744172687941000000,1744172712163000000,18484
FilePageCache.totalPageDisposalsUs,1744172687941000000,1744172712163000000,1752
FilePageCache.pageLoads,1744172687941000000,1744172712163000000,192
FilePageCacheLockFree.nativeBytesInUse,1744172687941000000,1744172712163000000,0
MappedFileStorage.totalBytesMapped,1744172687941000000,1744172712163000000,0
FilePageCache.totalPageLoadsUs,1744172687941000000,1744172712163000000,868176
FilePageCacheLockFree.totalPagesRequestsMs,1744172687941000000,1744172712163000000,7
FilePageCacheLockFree.totalHeapBytesReclaimed,1744172687941000000,1744172712163000000,0
FilePageCache.pageHits,1744172687941000000,1744172712163000000,0
FilePageCache.maxRegisteredFiles,1744172687941000000,1744172712163000000,520
StorageLockContext.competingThreads.90P,1744172687941000000,1744172712163000000,0
FilePageCacheLockFree.totalPagesReclaimed,1744172687941000000,1744172712163000000,3
FilePageCacheLockFree.totalPagesHandedOver,1744172687941000000,1744172712163000000,0
DirectByteBufferAllocator.disposed,1744172687941000000,1744172712163000000,149
DirectByteBufferAllocator.misses,1744172687941000000,1744172712163000000,192
FilePageCacheLockFree.heapBytesInUse,1744172687941000000,1744172712163000000,0
FilePageCache.pageFastCacheHits,1744172687941000000,1744172712163000000,3796
FilePageCache.maxCacheSizeInBytes,1744172687941000000,1744172712163000000,198180864
MappedFileStorage.totalTimeSpentOnMappingUs,1744172687941000000,1744172712163000000,764
DirectByteBufferAllocator.reclaimed,1744172687941000000,1744172712163000000,46
FilePageCacheLockFree.totalBytesRead,1744172687941000000,1744172712163000000,16673
FilePageCacheLockFree.housekeeperTurnsDone,1744172687941000000,1744172712163000000,50
FilePageCacheLockFree.totalHeapBytesAllocated,1744172687941000000,1744172712163000000,0
StorageLockContext.competingThreads.max,1744172687941000000,1744172712163000000,0
FilePageCacheLockFree.totalBytesRequested,1744172687941000000,1744172712163000000,679936
FilePageCacheLockFree.totalClosedStoragesReclaimed,1744172687941000000,1744172712163000000,2
FilePageCacheLockFree.totalPagesAllocated,1744172687941000000,1744172712163000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1744172687941000000,1744172712163000000,41967616
FilePageCacheLockFree.totalPagesRequested,1744172687941000000,1744172712163000000,83
MappedFileStorage.storages,1744172687941000000,1744172712163000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1744172687941000000,1744172712163000000,41967616
FilePageCacheLockFree.totalNativeBytesReclaimed,1744172687941000000,1744172712163000000,24576
FilePageCacheLockFree.totalPagesWritten,1744172687941000000,1744172712163000000,0
FilePageCacheLockFree.totalPagesWriteMs,1744172687941000000,1744172712163000000,0
